historic,memorial,artist_name,artist_name:en,artist_name:ru,artwork_type,height,min_height,name,name:de,name:en,name:fa,name:fr,name:hy,name:ml,name:ru,name:tr,start_date,tourism,wikidata,wikipedia,material,wikipedia:fr,wikipedia:hy,wikipedia:ru,amenity,man_made,wikimedia_commons,author,architect,year,statue,subject:wikidata,subject:wikipedia,check_date,fountain,access,addr:city,addr:country,addr:housename,addr:housenumber,addr:postcode,addr:street,email,fax,fee,name:ca,opening_hours,phone,website,memorial:subject:ru,name:ja,name:simple,contact:facebook,contact:linkedin,contact:twitter,contact:youtube,facebook,name:uk,wheelchair,contact:instagram,inscription,inscription:hy,inscription:ru,contact:email,contact:website,alt_name:en,charge,name:pl,artist_name:hy,memorial:conflict,operator,operator:en,operator:hy,operator:ref,price,wikipedia:en,seasonal,bottle,stele,war_memorial,drinking_water,zoo,material:wikidata,capacity,fixme,museum,was:amenity,contact:phone,layer,disused:amenity,payment:american_express,payment:mastercard,payment:visa,note,internet_access,description,addr:city:en,addr:street:en,alt_name,artist:wikipedia,monument,model,model:wikidata,vehicle:type,name:etymology:wikidata,location,source,covered,lit,subject:en,level,colour,type,religion,year_of_construction,short_name,short_name:en,short_name:hy,openplaques:id,historic:civilization,ruins,surface,backrest,seats,memorial:subject,subject:wikipedia:ru,outdoor_seating,description:ru,ele,archaeological_site,image,support,inscription:en,building,building:levels,int_name,area,loc_name,highway,name:etymology,building:colour,building:material,roof:shape,denomination,instagram,roof:levels,building:levels:underground,attraction,alt_name:hy,alt_name:ru,bridge:structure,old_name,old_name:en,old_name:hy,old_name:ru,building:facade:colour,building:facade:material,fence,fence_type,contact:tiktok,toilets:wheelchair,tomb,historic:period,area:highway,architect:wikidata,artist:wikidata,name:ku,artist_name:fr,name:es,payment:cash,payment:credit_cards,wikipedia:de,artwork_subject,addr:floor,description:en,sculpture_type,nat_name,panoramax,name:prg,barrier,railing,handrail,incline,ramp,step_count,smoothness,tunnel,orig_geom_type,orig_geom_wkt,feature_id,dist_to_g_m,lon,lat,geometry_wkt
,,,,,,,,Սերգեյ Փարաջանովի թանգարան,,Sergey Parajanov museum,موزه سرگئی پاراجانوف,,Սերգեյ Փարաջանովի թանգարան,,Музей Сергея Параджанова,,,museum,Q7453721,,,,,,,,,,,,,,,,,,Երևան,AM,,15/16,,Ձորագյուղի փողոց,parajanovmuseum@gmail.com,,yes,,Mo-Su 10:30-18:00,+374 10 538473;+374 10 539224,https://www.parajanovmuseum.am/,,,,s.parajanovmuseum,,,,https://www.facebook.com/Sergey.Parajanov.museum/,Будинок-музей Сергія Параджанова,,parajanovmuseum,,,,,,,1500 AMD,Muzeum Siergieja Parandżanowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (457437.605628 4447733.124034),33,1078.0020027844648,44.50007,40.178896800000004,POINT (44.50007 40.178897)
memorial,,Ռ. Նալբանդյան,R. Nalbandyan,Р. Налбандян,,,,Ասորի ժողովրդի 1915 թ. անմեղ զոհերի հիշատակին նվիրված հուշարձան,,To the innocent victims of the assyrian people in 1915,,,Ասորի ժողովրդի 1915 թ. անմեղ զոհերի հիշատակին նվիրված հուշարձան,,Невинным жертвам ассирийского народа 1915 г,,2012,,Q20513800,hy:Ասորի ժողովրդի 1915 թ. անմեղ զոհերի հիշատակին նվիրված հուշարձան,,,,,,,File:Assyrian Genocide Memorial in Yerevan 01.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ռ. Նալբանդյան,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459442.956835 4448299.576578),34,1188.1401064732595,44.523588,40.1840994,POINT (44.523588 40.184099)
memorial,statue,,,,statue,,,Հովհաննես Այվազովսկի,,Ivan Aivazovsky,,,Հովհաննես Այվազովսկի,,Иван Айвазовский,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.armeniapedia.org/wiki/Ivan_Aivazovsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459378.643958 4448420.920422),35,1219.1134766239343,44.5228249,40.18518949999999,POINT (44.522825 40.185189)
memorial,stele,,,,,,,Հոլոքոստի հուշարձան,,Holocaust Monument,,,,,Памятник Холокосту,,,,,,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holocaust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459112.422221 4448679.370991),36,1263.5989275933148,44.5196813,40.18750500000001,POINT (44.519681 40.187505)
memorial,bust,,,,,,,Ջուպրան Խալիլ,,Khalil Gebran,,,,,,,2005-11-22,,Q16398142,hy:Ջուբրան Խալիլ Ջուբրանի կիսանդրի (Երևան),marble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (457933.810126 4447338.602501),37,615.726741574045,44.5059239,40.17536750000001,POINT (44.505924 40.175368)
memorial,bust,,,,,,,Նելսոն Ստեփանյան,,Nelson Stepanyan,,,,,Нельсон Степанян,,,,Q16395581,hy:Նելսոն Ստեփանյանի կիսանդրի (Երևան),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458005.237129 4447424.384101),38,519.735250642928,44.5067572,40.17614389999999,POINT (44.506757 40.176144)
,,,,,,,,Երևանի պատմության թանգարան,Museum der Geschichte Jerewans,Yerevan History Museum,موزه تاریخ ایروان,,,,Музей истории Еревана,,,museum,Q8052580,en:Yerevan History Museum,,,,,,,,,,,,,,,,,Երևան,AM,,1/1,0015,Արգիշտի փողոց,museum@yerevan.am,,,Museu d’Història de Yerevan,"Mo-Sa 11:00-17:30; Su,PH off",+374 10 568109;+374 10 568185;+374 10 568108,https://yhm.am/,,,,,,,,,Музей історії Єревана,yes,,,,,,,,,,,,Երեվան քաղաքի պատմության թանգարան,History Museum of Yerevan,Երեվան քաղաքի պատմության թանգարան,02512705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (457720.723104 4447224.96378),39,856.3395214925562,44.5034287,40.174333,POINT (44.503429 40.174333)
memorial,,,,,,,,Գևորգ Չաուշ,,Gevorg Chaush,,,Գևորգ Չաուշ,,Геворг Чауш,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (454744.480992 4451083.222413),40,5143.731192932462,44.4682026,40.2089373,POINT (44.468203 40.208937)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (462942.942737 4448524.614063),41,4540.443824819099,44.5646872,40.1862887,POINT (44.564687 40.186289)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (462964.964776 4448564.365154),42,4570.442850807422,44.5649436,40.1866478,POINT (44.564944 40.186648)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,nozzle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (462915.613107 4448432.0434),43,4495.103085124335,44.5643715,40.18545350000001,POINT (44.564372 40.185454)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (462915.783125 4448402.495165),44,4489.71144850192,44.5643752,40.18518730000002,POINT (44.564375 40.185187)
memorial,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,2024-11-24,bubbler,,,,,,,,,,,,,,,,,,,,,,,,yes,,(Arevahach) Նորիկի Հիշատակին ընկերներից (engraved rose),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458176.270755 4447681.095119),45,344.907178879426,44.5087493,40.1784652,POINT (44.508749 40.178465)
monument,,,,,,,,Տիգրան Պետրոսյանի հուշարձան,,Tigran Petrosyan's statue,,,Տիգրան Պետրոսյանի հուշարձան,,Статуя Тигран Петросян,,,,Q16401105,"hy:Տիգրան Պետրոսյանի հուշարձան (Երևան, Դավթաշեն)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (456332.434948 4451956.147824),46,4892.136060241539,44.4868026,40.21688580000001,POINT (44.486803 40.216886)
monument,,,,,,44,,,,,,,,,,,,,,,,,,,,obelisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (456584.363612 4448488.38953),47,2126.6526280100766,44.4899974,40.18565739999999,POINT (44.489997 40.185657)
memorial,,,,,,,,Արծիվ,,Eagle,,,,,Орёл,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (463779.363632 4447372.386896),48,5279.622332487294,44.5745773,40.17594449999999,POINT (44.574577 40.175944)
,,,,,,,,Ժամանակակից արվեստի թանգարան,Museum für moderne Kunst,Modern Art Museum of Yerevan,,,Ժամանակակից արվեստի թանգարան,,Музей современного искусства,,,museum,Q16381622,hy:Ժամանակակից արվեստի թանգարան (Երևան),,,,,,,,,,,,,,2025-06-15,,,,,,,,,,,,Museu d’art conemporani,Tu-Su 11:00-18:00,+374 10 53 96 37,https://mamy.am/,,,,,,,,,,,,,,,,,,,,,,,,,,1500 AMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (457932.514557 4447852.518287),49,636.1226935156409,44.5058751,40.17999740000001,POINT (44.505875 40.179997)
monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (462796.544147 4454255.714149),50,7943.549262807492,44.56263570000001,40.23791489999999,POINT (44.562636 40.237915)
memorial,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Զորավար Անդրանիկ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458275.531395 4450626.58835),51,3062.928471087576,44.5097241,40.20500659999999,POINT (44.509724 40.205007)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459644.044429 4448057.846578),52,1239.6312287389626,44.5259652,40.1819313,POINT (44.525965 40.181931)
memorial,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,2024-11-08,bubbler,,,,,,,,,,,,,,,,,,,,,,,,no,,Ժորա,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (457603.298482 4450548.159488),53,3109.1789196672244,44.5018306,40.2042663,POINT (44.501831 40.204266)
memorial,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458298.049438 4448545.827813),54,995.1150318645938,44.5101236,40.186261800000004,POINT (44.510124 40.186262)
,,,,,,,,Տուն-թանգարանը Կարեն Դեմիրճյանի,,The museum of Karen Demirchyan,,,,,Дом-музей Карэна Демирчяна,,,museum,Q16385001,,,,,,,,,,,,,,,,,,,,,,,,museum-ksd@rambler.ru,,,Museu de Karen Demirchyan,,+374 1 53 17 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458302.968592 4448411.315677),55,862.7914264890251,44.5101901,40.1850502,POINT (44.51019 40.18505)
memorial,statue,,,,,,,Արմեն Տիգրանյանի արձան,,Armen Tigranyan,,,,,Армен Тигранян,,,,Q16371250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459331.406803 4447308.734793),56,868.7832458039583,44.5223403,40.1751673,POINT (44.52234 40.175167)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Յազի հիշատակին,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (456009.047598 4442982.061068),57,5224.115563225481,44.4836154,40.1360199,POINT (44.483615 40.13602)
memorial,statue,,,,statue,,,Գարեգին Նժդեհ,Garegin Nschdeh,Garegin Nzhdeh,,,,,Гареги́н Нжде,,,artwork,,hy:Գարեգին Նժդեհ,,,,"Нжде, Гарегин",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garegin Nzhdeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458823.791643 4447539.681878),58,321.9118095512458,44.5163637,40.1772232,POINT (44.516364 40.177223)
memorial,statue,Դավիթ Երևանցի,,,,,,Ղարաբաղցի կնոջ արձան,,Karabakh woman,,,,,Карабахская женщина,,,,Q15271761,"hy:Ղարաբաղցի կինը (քանդակ, Երևան)",metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kobieta z Karabachu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458865.193093 4448409.10096),59,911.7462108372733,44.5167944,40.18505799999999,POINT (44.516794 40.185058)
memorial,statue,,,,sculpture,,,Վահան Տերյան,,Vahan Teryan,,,Վահան Տերյան,,Ваан Терьян,,2000,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459133.7614 4448719.825253),60,1309.3296254029867,44.5199294,40.187870499999995,POINT (44.519929 40.18787)
,,,,,,,,,,Noy-Ararat Museum,موزه نوی-آرارات,,,,Музей Ной-Арарат,,,museum,,,,,,,,,,,,,,,,,,,Երևան,AM,,9,0015,Արգիշտի փողոց,,,,,Mo-Fr 09:00-18:00,+374 10 54 34 05,https://brandy.am,,,,,,,,https://www.facebook.com/YerevanAraratBrandyWineVodkaFactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (457539.457547 4447162.899413),61,1047.3357659085048,44.5013039,40.17376470000001,POINT (44.501304 40.173765)
memorial,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,2024-11-08,bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dry_season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (457682.01526 4450230.69582),62,2782.5711688631504,44.5027764,40.201410200000005,POINT (44.502776 40.20141)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,Յուրիկ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459470.680249 4447619.068471),63,968.2951913763677,44.5239565,40.1779699,POINT (44.523956 40.17797)
memorial,pulpulak,,,,,,,,,,,,,,,,,,,,stone,,,,drinking_water,,,,,,,,,2024-11-08,bubbler,,,,,,,,,,no,,,,,,,,,,,,,,no,,St. Mary relief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (457536.546888 4450145.166514),64,2748.712276005455,44.5010729,40.200632299999995,POINT (44.501073 40.200632)
,stele,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,drinking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,khachkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459004.148927 4446585.067051),65,1106.7853125255158,44.5185428,40.16863169999999,POINT (44.518543 40.168632)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (462961.247465 4448669.175659),66,4590.72602720598,44.5648939,40.187591899999994,POINT (44.564894 40.187592)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,(Arevahach) Միշաին,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (463310.398826 4448169.018811),67,4843.790657471983,44.5690239,40.1831012,POINT (44.569024 40.183101)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,bubbler,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458668.475997 4447066.103464),68,532.25927812271,44.5145699,40.17294900000001,POINT (44.51457 40.172949)
,,,,,,,,Արարատ Կոնյակի թանգարան,,Ararat Brandy Museum,موزه برندی آرارات,,Արարատ Կոնյակի թանգարան,,Музей Арарат,,,museum,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Mo-Su 09:00-20:00,,https://araratbrandy.com/,,,,,,,,,Музей бренді Арарат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (457189.63809 4447497.421395),69,1316.0078242387685,44.4971732,40.176760699999996,POINT (44.497173 40.176761)
memorial,eternal_flame,,,,,,,Հավերժ կրակ,,Eternal Flame,,,Անմար կրակ,,Вечный Огонь,,,,Q42795398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459488.223107 4449470.193048),70,2138.2649586868597,44.524046,40.19464789999999,POINT (44.524046 40.194648)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,2024-03-16,bubbler,,,,,,,,,,,,,,,,,,,,,,,,no,,Արտակին,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (457491.711972 4449417.8918),71,2104.8745324565125,44.5005942,40.194077899999996,POINT (44.500594 40.194078)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (462679.008903 4447749.133524),72,4179.235666780619,44.5616318,40.1792905,POINT (44.561632 40.17929)
memorial,stone,,,,,,,Խաչքար,,Kachkar,,,Խաչքար,,Хачкар,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (462743.3934 4448903.495671),73,4443.9814799575815,44.5623212,40.1896933,POINT (44.562321 40.189693)
,khachkar,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458397.123406 4446218.260663),74,1358.070649453128,44.5114378,40.1652972,POINT (44.511438 40.165297)
